"Year","County","Waterbody","Town","Month"," Number ","Species","Size (Inches)"
"2024","Ontario","Canandaigua Lake","Canandaigua (T)","October","24,100","Lake Trout","6.5"
"2024","Tioga","Catatonk Creek","Candor","April","60","Brown Trout","13.6"
"2024","Tioga","Catatonk Creek","Candor","April","500","Brown Trout","9.5"
"2024","Allegany","Rushford Lake","Caneadea","May","3,990","Rainbow Trout","10"
"2024","Allegany","Rushford Lake","Caneadea","May","1,640","Brown Trout","9.2"
"2024","Orleans","Lake Ontario","Carlton","May","40,000","Landlocked Salmon","6.3"
"2024","Orleans","Lake Ontario","Carlton","May","14,980","Brown Trout","7.8"
"2024","Orleans","Lake Ontario","Carlton","May","22,470","Brown Trout","7.6"
"2024","Orleans","Lake Ontario","Carlton","May","10,000","Landlocked Salmon","7.2"
"2024","Orleans","Oak Orchard Creek","Carlton","April","138,210","Chinook","3.4"
"2024","Orleans","Oak Orchard Creek","Carlton","April","10,000","Steelhead","5"
"2024","Orleans","Oak Orchard Creek","Carlton","April","25,000","Steelhead","4.4"
"2024","Orleans","Oak Orchard Creek","Carlton","March","22,500","Coho","2.6"
"2024","Orleans","Johnson Creek","Carlton, Yates","April","6,380","Steelhead","4.4"
"2024","Putnam","Croton River West Branch","Carmel","April","30","Brown Trout","13.7"
"2024","Putnam","Croton River West Branch","Carmel","April","220","Brown Trout","8.2"
"2024","Putnam","Croton River West Branch","Carmel","April","220","Brown Trout","9.1"
"2024","Putnam","Croton River West Branch","Carmel","April","30","Brown Trout","13.7"
"2024","Putnam","Croton River West Branch","Carmel","March","30","Brown Trout","11.2"
"2024","Putnam","Croton River West Branch","Carmel","March","220","Brown Trout","8"
"2024","Putnam","Croton River West Branch","Carmel","May","30","Brown Trout","11.6"
"2024","Putnam","Croton River West Branch","Carmel","May","220","Brown Trout","8.5"
"2024","Putnam","Lake Gilead","Carmel","April","2,730","Brown Trout","8.3"
"2024","Putnam","Lake Gilead","Carmel","May","630","Lake Trout","6.8"
"2024","Putnam","Lake Gleneida","Carmel","April","4,550","Brown Trout","8.3"
"2024","Putnam","Lake Gleneida","Carmel","May","800","Lake Trout","6.8"
"2024","Putnam","West Branch Reservoir","Carmel","April","4,550","Brown Trout","8.2"
"2024","Putnam","West Branch Reservoir","Carmel","May","1,500","Landlocked Salmon","7.3"
"2024","Putnam","Croton Falls Res","Carmel, Southeast","April","2,270","Brown Trout","8.4"
"2024","Fulton","Broomstick Lake","Caroga","September","525","Brook Trout","4.2"
"2024","Fulton","Canada Lake","Caroga","April","2,260","Lake Trout","7"
"2024","Fulton","Canada Lake","Caroga","April","1,870","Rainbow Trout","8.2"
"2024","Fulton","East Caroga Lake","Caroga","May","1,260","Rainbow Trout","9.6"
"2024","Fulton","Fish Hatchery Pond","Caroga","October","200","Brook Trout","4.8"
"2024","Fulton","Indian Lake","Caroga","September","600","Brook Trout","4"
"2024","Fulton","Otter Lake","Caroga","September","1,300","Brook Trout","4"
"2024","Fulton","Prairie Lake","Caroga","September","300","Brook Trout","4.2"
"2024","Fulton","Stewart Lake","Caroga","September","1,000","Brook Trout","4"
"2024","Fulton","West Caroga Lake","Caroga","April","5,240","Splake","8.3"
"2024","Fulton","West Caroga Lake","Caroga","October","1,500","Splake","5.6"
"2024","Tompkins","Sixmile Creek","Caroline","April","100","Brown Trout","13.6"
"2024","Tompkins","Sixmile Creek","Caroline","April","890","Brown Trout","9.4"
"2024","Chautauqua","Conewango Creek","Carroll","May","7,410","Muskellunge","0.6"
"2024","Chautauqua","Conewango Creek","Carroll","May","21,000","Muskellunge","0.7"
"2024","Chautauqua","Conewango Creek","Carroll","May","17,600","Muskellunge","0.6"
"2024","Chautauqua","Conewango Creek","Carroll","October","1,050","Muskellunge","8.5"
"2024","Chautauqua","Lower Cassadaga Lake","Cassadaga","October","500","Muskellunge","8.4"
"2024","Chautauqua","Middle Cassadaga Lake","Cassadaga","October","150","Muskellunge","8.4"
"2024","Schuyler","Cayuta Creek","Catherine","April","170","Brown Trout","13.2"
"2024","Schuyler","Cayuta Creek","Catherine","April","1,370","Brown Trout","9.3"
"2024","Schuyler","Cayuta Creek","Catherine","April","40","Brown Trout","9.3"
"2024","Schuyler","Cayuta Creek","Catherine","April","1,370","Brown Trout","9.2"
"2024","Schuyler","Cayuta Creek","Catherine","April","170","Brown Trout","13.1"
"2024","Schuyler","Cayuta Creek","Catherine","April","40","Brown Trout","9.2"
"2024","Schuyler","Cayuta Creek","Catherine","March","40","Brown Trout","9.2"
"2024","Schuyler","Cayuta Creek","Catherine","March","170","Brown Trout","13.3"
"2024","Schuyler","Cayuta Creek","Catherine","March","1,370","Brown Trout","9.2"
"2024","Schuyler","Cayuta Creek","Catherine","May","40","Brown Trout","9.2"
"2024","Schuyler","Cayuta Creek","Catherine","May","170","Brown Trout","13.5"
"2024","Schuyler","Cayuta Creek","Catherine","May","1,370","Brown Trout","9.2"
"2024","Steuben","Post Creek","Catlin","March","480","Brown Trout","9.1"
"2024","Steuben","Post Creek","Catlin","March","60","Brown Trout","13.6"
"2024","Madison","Chittenango Creek","Cazenovia","April","1,520","Brown Trout","9.6"
"2024","Madison","Chittenango Creek","Cazenovia","April","180","Brown Trout","14"
"2024","Madison","Limestone Creek","Cazenovia","April","60","Brown Trout","13.6"
"2024","Madison","Limestone Creek","Cazenovia","April","500","Brown Trout","9.5"
"2024","Jefferson","Felts Mills Creek","Champion","May","310","Brook Trout","10"
"2024","Jefferson","Townsend Creek","Champion","May","320","Brook Trout","10"
"2024","Clinton","Great Chazy River","Champlain","October","1,150","Muskellunge","8.2"
"2024","Franklin","Chateaugay River","Chateaugay","April","600","Rainbow Trout","9.9"
"2024","Franklin","Chateaugay River","Chateaugay","April","600","Brown Trout","9.3"
"2024","Franklin","Chateaugay River","Chateaugay","April","40","Brown Trout","13.1"
"2024","Franklin","Chateaugay River","Chateaugay","April","360","Rainbow Trout","9.9"
"2024","Franklin","Chateaugay River","Chateaugay","April","70","Rainbow Trout","11.7"
"2024","Franklin","Chateaugay River","Chateaugay","April","360","Brown Trout","9.3"
"2024","Franklin","Chateaugay River","Chateaugay","April","40","Rainbow Trout","11.7"
"2024","Franklin","Chateaugay River","Chateaugay","April","70","Brown Trout","13.1"
"2024","Franklin","Chateaugay River","Chateaugay","May","600","Brown Trout","9.8"
"2024","Franklin","Chateaugay River","Chateaugay","May","600","Rainbow Trout","10.5"
"2024","Franklin","Chateaugay River","Chateaugay","May","40","Rainbow Trout","12.2"
"2024","Franklin","Chateaugay River","Chateaugay","May","360","Rainbow Trout","10.5"
"2024","Franklin","Chateaugay River","Chateaugay","May","40","Brown Trout","13.4"
"2024","Franklin","Chateaugay River","Chateaugay","May","200","Rainbow Trout","9.2"
"2024","Franklin","Chateaugay River","Chateaugay","May","70","Brown Trout","13.4"
"2024","Franklin","Chateaugay River","Chateaugay","May","230","Rainbow Trout","9.2"
"2024","Franklin","Chateaugay River","Chateaugay","May","360","Brown Trout","9.8"
"2024","Franklin","Chateaugay River","Chateaugay","May","70","Rainbow Trout","12.2"
"2024","Franklin","Chateaugay River","Chateaugay","November","300","Brook Trout","6.5"
"2024","Franklin","Chateaugay River","Chateaugay","November","300","Brook Trout","6.5"
"2024","Franklin","Chateaugay River","Chateaugay-Bellmont","April","250","Brown Trout","13.2"
"2024","Franklin","Chateaugay River","Chateaugay-Bellmont","April","2,120","Brown Trout","9.5"
"2024","Columbia","Kinderhook Creek","Chatham","April","950","Rainbow Trout","9.5"
"2024","Columbia","Kinderhook Creek","Chatham","April","110","Rainbow Trout","12"
"2024","Columbia","Kinderhook Creek","Chatham","April","680","Rainbow Trout","9.8"
"2024","Columbia","Kinderhook Creek","Chatham","March","950","Rainbow Trout","9.1"
"2024","Columbia","Kinderhook Creek","Chatham","March","110","Rainbow Trout","11.9"
"2024","Columbia","Kinderhook Creek","Chatham","May","110","Rainbow Trout","11.9"
"2024","Columbia","Kinderhook Creek","Chatham","May","1,000","Rainbow Trout","9.7"
"2024","Columbia","Kinderhook Creek","Chatham","May","110","Rainbow Trout","11.9"
"2024","Chautauqua","Chautauqua Lake","Chautauqua","June","20,880","Walleye","1.3"
"2024","Clinton","Little Chazy River","Chazy","April","320","Brown Trout","2"
"2024","Erie","Cayuga Creek","Cheektowaga","March","5,000","Steelhead","4.9"
"2024","Broome","Little Choconut 2e","Chenango","April","210","Rainbow Trout","9.6"
"2024","Warren","Loon Lake","Chester","June","12,000","Walleye","1.6"
"2024","Warren","Palmer Pond","Chester","May","270","Brown Trout","8.8"
"2024","Warren","Palmer Pond  AS","Chester","May","700","Rainbow Trout","9.5"
"2024","Warren","Trout Brook","Chester","April","350","Brook Trout","10.25"
"2024","Warren","Trout Brook","Chester","April","36","Brook Trout","15.75"
"2024","Warren","Clear Pond","Chester/Minerva","May","280","Rainbow Trout","8.4"
"2024","Warren","Clear Pond","Chester/Minerva","May","130","Lake Trout","6.7"
"2024","Essex","Ausable River","Chesterfield","April","400","Rainbow Trout","12"
"2024","Essex","Ausable River","Chesterfield","April","400","Brown Trout","11"
"2024","Essex","Ausable River","Chesterfield","May","44,750","Landlocked Salmon","1"
"2024","Essex","Durgan Brook","Chesterfield","March","250","Brook Trout","7"
"2024","Essex","Fish and Game Club Pond","Chesterfield","May","125","Rainbow Trout","15"
"2024","Essex","Gay Brook","Chesterfield","March","250","Brook Trout","7"
"2024","Cortland","Otselic River","Cincinnatus","March","80","Brown Trout","9.2"
"2024","Cortland","Otselic River","Cincinnatus","March","10","Brown Trout","13.6"
"2024","Cortland","Otselic River","Cincinnatus","March","1,620","Brown Trout","9.2"
"2024","Cortland","Otselic River","Cincinnatus","March","190","Brown Trout","13.6"
"2024","St Lawrence","Allen Pond","Clare","September","600","Brook Trout","4.5"
"2024","St Lawrence","Grass River South Branch","Clare","May","80","Brown Trout","13.2"
"2024","St Lawrence","Grass River South Branch","Clare","May","660","Brown Trout","9.3"
"2024","St Lawrence","Grass River South Branch","Clare","May","170","Brown Trout","13.2"
"2024","St Lawrence","Grass River South Branch","Clare","May","1,470","Brown Trout","9.3"
"2024","Erie","Main Park Pond - Village of Cl","Clarence","April","320","Rainbow Trout","9.3"
"2024","Allegany","Dodge Creek","Clarksville","March","1,030","Rainbow Trout","10.2"
"2024","Allegany","Dodge Creek","Clarksville","March","120","Brown Trout","13.6"
"2024","Columbia","Roeliff Jansen Kill","Clermont","April","5,340","Brown Trout","8.2"
"2024","Columbia","Roeliff Jansen Kill","Clermont","April","560","Brown Trout","13.7"
"2024","Columbia","Roeliff Jansen Kill","Clermont","June","60","Brown Trout","11.6"
"2024","St Lawrence","Cat Mountain Pond","Clifton","September","400","Brook Trout","4.5"
"2024","St Lawrence","Cowhorn Pond","Clifton","September","500","Brook Trout","4.5"
"2024","St Lawrence","Cranberry Lake","Clifton","October","12,450","Brook Trout","4.7"
"2024","St Lawrence","Darning Needle Pond","Clifton","September","800","Brook Trout","4.5"
"2024","St Lawrence","Fishpole Pond","Clifton","September","400","Brook Trout","4.5"
"2024","St Lawrence","Glasby Pond","Clifton","September","300","Brook Trout","4.5"
"2024","St Lawrence","Olmstead Pond","Clifton","September","1,100","Brook Trout","4.5"
"2024","St Lawrence","Oswegatchie River","Clifton","May","30","Brown Trout","14"
"2024","St Lawrence","Oswegatchie River","Clifton","May","290","Brown Trout","9"
"2024","St Lawrence","Simmons Pond","Clifton","September","200","Brook Trout","4.5"
"2024","St Lawrence","Slender Pond","Clifton","September","200","Brook Trout","4.2"
"2024","St Lawrence","Spectacle Ponds","Clifton","September","300","Brook Trout","4.5"
"2024","St Lawrence","Tamarack Pond","Clifton","September","600","Brook Trout","4.2"
"2024","Schoharie","Holding Pond","Cobleskill","May","180","Brown Trout","8.5"
"2024","Schoharie","Holding Pond","Cobleskill","May","240","Brown Trout","11.9"
"2024","Schoharie","Holding Pond","Cobleskill","May","210","Rainbow Trout","9.3"
"2024","Sullivan","Ten Mile River","Cochecton","April","280","Brown Trout","8.2"
"2024","Sullivan","Ten Mile River","Cochecton","April","30","Brown Trout","13.7"
"2024","Albany","Hannacrois Creek","Coeymans","April","70","Brown Trout","13.7"
"2024","Albany","Hannacrois Creek","Coeymans","April","580","Brown Trout","8"
"2024","Delaware","Beaver Kill","Colchester","April","900","Brown Trout","8.1"
"2024","Delaware","Beaver Kill","Colchester","April","70","Brown Trout","13.8"
"2024","Delaware","Beaver Kill","Colchester","April","680","Brown Trout","8.1"
"2024","Delaware","Beaver Kill","Colchester","April","100","Brown Trout","13.7"
"2024","Delaware","Beaver Kill","Colchester","April","570","Brown Trout","8.1"
"2024","Delaware","Beaver Kill","Colchester","April","100","Brown Trout","13.8"
"2024","Delaware","Beaver Kill","Colchester","April","80","Brown Trout","13.7"
"2024","Delaware","Beaver Kill","Colchester","April","680","Brown Trout","8.5"
"2024","Delaware","Beaver Kill","Colchester","April","70","Brown Trout","13.7"
"2024","Delaware","Beaver Kill","Colchester","April","570","Brown Trout","8.2"
"2024","Delaware","Beaver Kill","Colchester","April","100","Brown Trout","13.4"
"2024","Delaware","Beaver Kill","Colchester","April","570","Brown Trout","8.5"
"2024","Delaware","Beaver Kill","Colchester","April","900","Brown Trout","8.5"
"2024","Delaware","Beaver Kill","Colchester","April","680","Brown Trout","8.2"
"2024","Delaware","Beaver Kill","Colchester","April","80","Brown Trout","13.4"
"2024","Delaware","Beaver Kill","Colchester","April","900","Brown Trout","8.2"
"2024","Delaware","Beaver Kill","Colchester","April","80","Brown Trout","13.8"
"2024","Delaware","Beaver Kill","Colchester","April","70","Brown Trout","13.4"
"2024","Delaware","Beaver Kill","Colchester","May","80","Brown Trout","11.4"
"2024","Delaware","Beaver Kill","Colchester","May","680","Brown Trout","8.8"
"2024","Delaware","Beaver Kill","Colchester","May","100","Brown Trout","11.4"
"2024","Delaware","Beaver Kill","Colchester","May","900","Brown Trout","8.8"
"2024","Delaware","Beaver Kill","Colchester","May","70","Brown Trout","11.4"
"2024","Delaware","Beaver Kill","Colchester","May","570","Brown Trout","8.8"
"2024","Delaware","Mud Pond","Colchester","April","320","Rainbow Trout","9.1"
"2024","Delaware","Mud Pond","Colchester","April","90","Brown Trout","8.4"
"2024","Delaware","Pepacton Reservoir","Colchester","May","4,550","Brown Trout","8.4"
"2024","Cattaraugus","Quaker Run","Cold Spring","March","1,440","Rainbow Trout","10.6"
"2024","Cattaraugus","Quaker Run","Cold Spring","March","170","Brown Trout","13.7"
"2024","St Lawrence","Blue Pond","Colton","September","300","Brook Trout","4.5"
"2024","St Lawrence","Church Pond","Colton","September","400","Brook Trout","4.5"
"2024","St Lawrence","Curtis Pond","Colton","September","500","Brook Trout","4.5"
"2024","St Lawrence","Dog Pond","Colton","September","500","Brook Trout","4.5"
"2024","St Lawrence","Hedgehog Pond","Colton","September","300","Brook Trout","4.5"
"2024","St Lawrence","Higley Falls Reservoir","Colton","April","2,100,000","Walleye","0.3"
"2024","St Lawrence","Long Pond","Colton","September","1,200","Brook Trout","4.5"
"2024","St Lawrence","Townline Pond","Colton","September","1,200","Brook Trout","4.5"
"2024","Herkimer","Unadilla River","Columbia, Winfield","April","30","Brown Trout","13.7"
"2024","Herkimer","Unadilla River","Columbia, Winfield","April","220","Brown Trout","8.2"
"2024","Erie","Sprague Brook Park -  Foote Ro","Concord","April","50","Brown Trout","14"
"2024","Erie","Sprague Brook Park -  Foote Ro","Concord","April","100","Rainbow Trout","9"
"2024","Erie","Sprague Brook Park A and B Pon","Concord","April","210","Rainbow Trout","9"
"2024","Erie","Sprague Brook Park A and B Pon","Concord","April","50","Brown Trout","14"
"2024","Erie","Sprague Brook Park Veteran's P","Concord","April","80","Brown Trout","14"
"2024","Erie","Sprague Brook Park Veteran's P","Concord","April","210","Rainbow Trout","9"
"2024","Erie","Springville Field and Stream C","Concord","April","220","Brook Trout","9.4"
"2024","Cattaraugus","State Ditch","Conewago","October","100","Muskellunge","8.5"
"2024","Cattaraugus","Conewango Creek","Conewango","May","12,820","Muskellunge","0.6"
"2024","Cattaraugus","Conewango Creek","Conewango","May","11,350","Muskellunge","0.7"
"2024","Cattaraugus","Conewango Creek","Conewango","October","200","Muskellunge","8.5"
"2024","Cattaraugus","Little Conewango Creek","Conewango","March","1,420","Brown Trout","9.2"
